mf_id,num_candidates,candidates
GSTK1_HUMAN,6,"A0A0S2Z565_HUMAN,A0A087X1Q1_HUMAN,A8MYR2_HUMAN,E5RIZ4_HUMAN,A0A087WW88_HUMAN,A0A024RAA1_HUMAN"
GSTM3_HUMAN,6,"F6RTR7_HUMAN,T150B_HUMAN,GSTA2_HUMAN,F6S4E6_HUMAN,HES7_HUMAN,NUD14_HUMAN"
CXB2_HUMAN,6,"A2AB23_HUMAN,J3QLI2_HUMAN,TEX35_HUMAN,X6RCL8_HUMAN,OTUB2_HUMAN,B4E3T4_HUMAN"
YETS4_HUMAN,6,"SODM_HUMAN,TMED5_HUMAN,SRA1_HUMAN,A0A8I5KVE2_HUMAN,H0YDE4_HUMAN,C9IY40_HUMAN"
NAT8_HUMAN,6,"F8VXS0_HUMAN,EBP_HUMAN,MT21D_HUMAN,ACKMT_HUMAN,FAHD1_HUMAN,SGMR1_HUMAN"
GSTT1_HUMAN,6,"A0A087X0L2_HUMAN,A0A087X1W1_HUMAN,SOX14_HUMAN,B0QYZ7_HUMAN,M4A8_HUMAN,A0A3F2YNX8_HUMAN"
DBLOH_HUMAN,6,"TRYD_HUMAN,MORN3_HUMAN,NKG2E_HUMAN,KR10A_HUMAN,TAP26_HUMAN,I3L3R1_HUMAN"
EGLN3_HUMAN,6,"GEMI8_HUMAN,PMM2_HUMAN,H3BNR2_HUMAN,C1QA_HUMAN,A0A1B0GTU6_HUMAN,Q86VL0_HUMAN"
ZW10_HUMAN,6,"AMPD1_HUMAN,A0A2R8Y750_HUMAN,A0A0A0MRH8_HUMAN,CD44_HUMAN,E5RFM9_HUMAN,E9PKP7_HUMAN"
DCK_HUMAN,6,"B1APM4_HUMAN,A0A2R8Y687_HUMAN,A0A024RA31_HUMAN,A0A2R8Y6M7_HUMAN,A0A8I5QKT8_HUMAN,A0A0S2Z504_HUMAN"
CAH2_HUMAN,6,"R4GMN4_HUMAN,WBP1_HUMAN,HAPR2_HUMAN,NGN2_HUMAN,I3L1N0_HUMAN,I3L1Q3_HUMAN"
DHR11_HUMAN,6,"COMT_HUMAN,SMUG1_HUMAN,IOD2_HUMAN,NFAM1_HUMAN,EAF1_HUMAN,CEBPD_HUMAN"
ACER2_HUMAN,6,"A0A024RCV5_HUMAN,Q53FM2_HUMAN,C9JEB6_HUMAN,E9PIB2_HUMAN,A0A3B3IRT8_HUMAN,A0A087WZJ6_HUMAN"
PMGE_HUMAN,6,"TM192_HUMAN,AQP2_HUMAN,RFA4_HUMAN,PCNA_HUMAN,STX7_HUMAN,ACER3_HUMAN"
TRMB_HUMAN,6,"A0A140VJZ5_HUMAN,H7C4V2_HUMAN,G5E9W7_HUMAN,H0YIA6_HUMAN,K7ENA8_HUMAN,ICAM2_HUMAN"
CBR3_HUMAN,6,"PHYD1_HUMAN,TLX3_HUMAN,KLF6_HUMAN,ERMIN_HUMAN,K7EIY6_HUMAN,A0A1W2PQS6_HUMAN"
IMPA1_HUMAN,6,"ACBD6_HUMAN,CAZA1_HUMAN,EXOS3_HUMAN,HEXI2_HUMAN,HVCN1_HUMAN,A0A499FIY3_HUMAN"
DGUOK_HUMAN,6,"ING2_HUMAN,RRP7A_HUMAN,STOM_HUMAN,PBIR1_HUMAN,XPA_HUMAN,RL6_HUMAN"
SDHB_HUMAN,6,"A0A1B0GV17_HUMAN,A0A2R8YCJ4_HUMAN,A0A024QZT0_HUMAN,ELMD2_HUMAN,CNOT8_HUMAN,NT2NC_HUMAN"
ABCD3_HUMAN,6,"FGD2_HUMAN,A0A0S2Z4N6_HUMAN,A0A0A0MTH5_HUMAN,A0A384MTS1_HUMAN,A0A384P5G6_HUMAN,A0A024R2L1_HUMAN"
MTMR1_HUMAN,6,"DDX43_HUMAN,TBC25_HUMAN,AGRF4_HUMAN,EREP3_HUMAN,E9PEB5_HUMAN,FXRD2_HUMAN"
DUS16_HUMAN,6,"TSG10_HUMAN,UBS3B_HUMAN,ZMYM5_HUMAN,THOP1_HUMAN,B7ZBM3_HUMAN,SYBU_HUMAN"
PADI2_HUMAN,6,"ZN540_HUMAN,C1QR1_HUMAN,L7RRS6_HUMAN,ARBK2_HUMAN,A0A7P0TAE0_HUMAN,C9JLG1_HUMAN"
MMP2_HUMAN,6,"MTMR7_HUMAN,SPG16_HUMAN,A0A087X1X7_HUMAN,K2C3_HUMAN,NET4_HUMAN,G3V153_HUMAN"
MTMR7_HUMAN,6,"PMGT1_HUMAN,TRI18_HUMAN,WDR48_HUMAN,DREB_HUMAN,KIF22_HUMAN,IDUA_HUMAN"
LOX15_HUMAN,6,"PABP1_HUMAN,PADI4_HUMAN,GALT3_HUMAN,HS71B_HUMAN,LRWD1_HUMAN,PPWD1_HUMAN"
DP13B_HUMAN,6,"SC5A2_HUMAN,KCNQ1_HUMAN,ANM5_HUMAN,ZBED1_HUMAN,TFE2_HUMAN,NCKX3_HUMAN"
GGT7_HUMAN,6,"KCC2B_HUMAN,DDX3X_HUMAN,FERM2_HUMAN,FOXO3_HUMAN,HNF1A_HUMAN,E2AK1_HUMAN"
LOX5_HUMAN,6,"FBX43_HUMAN,AHRR_HUMAN,A0A024R0K5_HUMAN,A0A0A6YYC0_HUMAN,A0A0B4J211_HUMAN,A0A669KB49_HUMAN"
GLE1_HUMAN,6,"A2ABH1_HUMAN,A0A1B0GV48_HUMAN,MYORG_HUMAN,A0A087WX20_HUMAN,A0A8I5KQQ5_HUMAN,A0A7I2V4F0_HUMAN"
ACSL1_HUMAN,6,"KELL_HUMAN,CC170_HUMAN,HNRPM_HUMAN,STT3A_HUMAN,BCL6_HUMAN,INT10_HUMAN"
SF01_HUMAN,6,"RTKN2_HUMAN,A0A0A0MSW9_HUMAN,ZN276_HUMAN,5NT1B_HUMAN,A0A7P0TAG1_HUMAN,A0A6Q8PHJ9_HUMAN"
PLPP2_HUMAN,6,"C9K0E8_HUMAN,B7Z8V7_HUMAN,A0A590UJ73_HUMAN,A0A0C4DGF1_HUMAN,A0A2R8Y6Q6_HUMAN,A0A6Q8PGZ3_HUMAN"
ADT1_HUMAN,6,"A0A140VJU2_HUMAN,UNG_HUMAN,FOXR2_HUMAN,H0YJH0_HUMAN,A0A384MTT5_HUMAN,TYSY_HUMAN"
CACP_HUMAN,6,"Q5RI18_HUMAN,A0A7I2V5W9_HUMAN,GLTL6_HUMAN,DDX52_HUMAN,A0A0D9SGD6_HUMAN,A0A8I5KS01_HUMAN"
ARH_HUMAN,6,"A0A0S2Z5U6_HUMAN,A0A0U3FYV6_HUMAN,TM165_HUMAN,E5RHS5_HUMAN,AKCL2_HUMAN,A0A3B3IRW9_HUMAN"
GDF15_HUMAN,6,"MRGX1_HUMAN,GGH_HUMAN,SKAP_HUMAN,YBOX1_HUMAN,ANXA5_HUMAN,D6REE5_HUMAN"
AK1BF_HUMAN,6,"LDHC_HUMAN,AB17C_HUMAN,CC038_HUMAN,A0A0A0MQS7_HUMAN,A0A8I5KRH9_HUMAN,A0A140VJF3_HUMAN"
AK1BA_HUMAN,6,"ALX1_HUMAN,Q53X93_HUMAN,SCAM2_HUMAN,HEM2_HUMAN,C9IYG1_HUMAN,CIA30_HUMAN"
EIF3G_HUMAN,6,"SNPC2_HUMAN,A0A2R8Y4T4_HUMAN,ARG39_HUMAN,MOGT2_HUMAN,WDR5_HUMAN,ELMD1_HUMAN"
M3K7_HUMAN,6,"A0A140VJY6_HUMAN,F1D8P2_HUMAN,A0A0D9SG72_HUMAN,I6QTG3_HUMAN,A0A7P0T8B5_HUMAN,A0A0U1RRM1_HUMAN"
EST2_HUMAN,6,"A0A7I2V2X6_HUMAN,A0A7N4I3A3_HUMAN,A0A087X1Q5_HUMAN,A0A3B3IUD2_HUMAN,INO1_HUMAN,A0A087WUY7_HUMAN"
GLPK_HUMAN,6,"H0YAY0_HUMAN,F5H324_HUMAN,J3KNN7_HUMAN,G3V1A6_HUMAN,F234A_HUMAN,K2C6B_HUMAN"
AAPK1_HUMAN,6,"X5D299_HUMAN,W6CJ52_HUMAN,ZNF69_HUMAN,ZN768_HUMAN,SMOX_HUMAN,NTNG1_HUMAN"
GGT1_HUMAN,6,"EHD2_HUMAN,NXP20_HUMAN,E7EV03_HUMAN,GALT1_HUMAN,E7EQM5_HUMAN,KCNN1_HUMAN"
MBD4_HUMAN,6,"PRIPO_HUMAN,ATPA_HUMAN,CDC6_HUMAN,S38A9_HUMAN,TGFR2_HUMAN,CBX4_HUMAN"
ABHGA_HUMAN,6,"PI51B_HUMAN,E9PDI4_HUMAN,G3V167_HUMAN,PA24C_HUMAN,THAS_HUMAN,A0A7P0T868_HUMAN"
G6PI_HUMAN,6,"PARP3_HUMAN,TPTE_HUMAN,OGFD1_HUMAN,NR5A2_HUMAN,CP1B1_HUMAN,ACBD5_HUMAN"
G3P_HUMAN,6,"A0A5F9UJX7_HUMAN,A0A087WU26_HUMAN,A0A2R8YES3_HUMAN,A0A384MTY4_HUMAN,A0A2R8Y6L6_HUMAN,A0A8I5KQW2_HUMAN"
DPOLB_HUMAN,6,"A0A2R8Y5D3_HUMAN,OR1E3_HUMAN,GALM_HUMAN,TRIB2_HUMAN,R4GMV1_HUMAN,PAX4_HUMAN"
NEIL2_HUMAN,6,"CAPG_HUMAN,SCRT1_HUMAN,OXDA_HUMAN,B4GT4_HUMAN,KHDR3_HUMAN,MO2R1_HUMAN"
MARC2_HUMAN,6,"MBIP1_HUMAN,FPR1_HUMAN,XRP2_HUMAN,ATF4_HUMAN,HPF1_HUMAN,DNJB1_HUMAN"
E2AK2_HUMAN,6,"MEPE_HUMAN,A0A5F9ZHN2_HUMAN,A0A0S2Z457_HUMAN,A0A087WYX0_HUMAN,A0A1B0GWI5_HUMAN,A0A7P0Z472_HUMAN"
DXO_HUMAN,6,"A0A7I2V5Z6_HUMAN,H0Y8E2_HUMAN,EFC4A_HUMAN,3BP5L_HUMAN,TUFT1_HUMAN,A0A090N7T4_HUMAN"
CXG1_HUMAN,6,"KT33B_HUMAN,BROX_HUMAN,K7EJU9_HUMAN,C9JYJ8_HUMAN,DPF1_HUMAN,E9PC90_HUMAN"
THIM_HUMAN,6,"CBPB1_HUMAN,E9PM00_HUMAN,Q6IAX1_HUMAN,LLR1_HUMAN,Q5T6W2_HUMAN,G137A_HUMAN"
SNIP1_HUMAN,6,"ZN787_HUMAN,ACADS_HUMAN,UBL7_HUMAN,S5FZ81_HUMAN,PGTB1_HUMAN,ZN684_HUMAN"
VEGFA_HUMAN,6,"A0A7P0TBP9_HUMAN,CHST4_HUMAN,H7C1M0_HUMAN,A0A5F9ZI09_HUMAN,CHSTE_HUMAN,SHLB2_HUMAN"
ASAH1_HUMAN,6,"LDH6B_HUMAN,TS101_HUMAN,PRELP_HUMAN,BCAT2_HUMAN,ACTZ_HUMAN,SPB10_HUMAN"
CHKB_HUMAN,6,"GNA12_HUMAN,ABD12_HUMAN,SIRPG_HUMAN,CAVN1_HUMAN,SPB3_HUMAN,E9PF18_HUMAN"
DUS4_HUMAN,6,"B8ZZD3_HUMAN,H7C2X4_HUMAN,H0Y3S0_HUMAN,RAD9A_HUMAN,PI2R_HUMAN,Q96J85_HUMAN"
CERS4_HUMAN,6,"NEIL1_HUMAN,ANM6_HUMAN,ATG4A_HUMAN,ACTS_HUMAN,ILF2_HUMAN,COX15_HUMAN"
BGAT_HUMAN,6,"SIA8D_HUMAN,I3L0A0_HUMAN,A0A024RBH9_HUMAN,A8K058_HUMAN,A0A2R8YF43_HUMAN,LFTY1_HUMAN"
PON3_HUMAN,6,"H7C1Y7_HUMAN,PRLHR_HUMAN,P2RY8_HUMAN,HRH2_HUMAN,LUC7L_HUMAN,KR106_HUMAN"
PON2_HUMAN,6,"SEPT2_HUMAN,GMDS_HUMAN,IST1_HUMAN,SETD7_HUMAN,TM129_HUMAN,A0A384N6H6_HUMAN"
VP37C_HUMAN,6,"CCD34_HUMAN,PAR6B_HUMAN,SEPT5_HUMAN,LPAR1_HUMAN,RBM4_HUMAN,DRG1_HUMAN"
ABD12_HUMAN,6,"ANR61_HUMAN,TEKT1_HUMAN,H3BNH2_HUMAN,PTN2_HUMAN,ZN114_HUMAN,H0Y3Z3_HUMAN"
P53_HUMAN,6,"PGFRL_HUMAN,PISD_HUMAN,H1UBN3_HUMAN,A0A0C4DGR2_HUMAN,PDK2_HUMAN,SIA7B_HUMAN"
B4GT1_HUMAN,6,"TIA1_HUMAN,GDN_HUMAN,WN10A_HUMAN,PPAP_HUMAN,PO4F2_HUMAN,TBC20_HUMAN"
B4GT3_HUMAN,6,"MAPK2_HUMAN,GATA1_HUMAN,P53_HUMAN,VEGFA_HUMAN,FOS_HUMAN,TGFB3_HUMAN"
CALR_HUMAN,6,"A0A0S2Z3P9_HUMAN,A0A7I2YQN9_HUMAN,A0A024RCM3_HUMAN,GPR83_HUMAN,A0A0A0MQU0_HUMAN,CLNK_HUMAN"
PGK1_HUMAN,6,"P78365_HUMAN,FXL20_HUMAN,IGS11_HUMAN,GPR22_HUMAN,H0Y5W8_HUMAN,ING1_HUMAN"
ARRB1_HUMAN,6,"TNR16_HUMAN,S67A1_HUMAN,PHAG1_HUMAN,J3QSV6_HUMAN,CXG2_HUMAN,ENOG_HUMAN"
BAAT_HUMAN,6,"THIK_HUMAN,HDAC3_HUMAN,SC65_HUMAN,SF3B4_HUMAN,ACOT4_HUMAN,AACT_HUMAN"
GSK3B_HUMAN,6,"A0A087WZ09_HUMAN,A0A140VK70_HUMAN,A0A804HHU6_HUMAN,EVA1C_HUMAN,G3V4F7_HUMAN,TET5A_HUMAN"
NEMO_HUMAN,6,"KCNJ5_HUMAN,KCNN4_HUMAN,TYY1_HUMAN,ACADM_HUMAN,HEMH_HUMAN,TRNT1_HUMAN"
ACL6A_HUMAN,6,"A0A1W2PR08_HUMAN,A0A087X0W8_HUMAN,A0A2R8YFL3_HUMAN,Q96B65_HUMAN,A0A7P0TA47_HUMAN,CC112_HUMAN"
WT1_HUMAN,6,"A0A090N8F8_HUMAN,CTSR4_HUMAN,A0A0A0MQU4_HUMAN,Q5U0Q1_HUMAN,A0A286YFA6_HUMAN,A0A024R2I8_HUMAN"
CMPK2_HUMAN,6,"GPR39_HUMAN,K1C27_HUMAN,Q5T6X2_HUMAN,HSP13_HUMAN,KREM2_HUMAN,A0A0C4DGS2_HUMAN"
BECN1_HUMAN,6,"A0A286YF62_HUMAN,KREM1_HUMAN,A0A2R8Y3N3_HUMAN,SSF1_HUMAN,NSUN6_HUMAN,ASB10_HUMAN"
INP5K_HUMAN,6,"NPT1_HUMAN,GFRA2_HUMAN,CR3L3_HUMAN,HTRA3_HUMAN,T151A_HUMAN,PROP_HUMAN"
TINF2_HUMAN,6,"G1UCX3_HUMAN,SF3A2_HUMAN,A0A7I2V5K0_HUMAN,CDK18_HUMAN,H0YML5_HUMAN,STF1_HUMAN"
IDHP_HUMAN,6,"S29A3_HUMAN,A0A024R5F7_HUMAN,B4DKA4_HUMAN,TBE_HUMAN,A0A8I5KU46_HUMAN,A0A0C4DGW3_HUMAN"
MOCS3_HUMAN,6,"A0A0A0MRY2_HUMAN,EDIL3_HUMAN,6PGD_HUMAN,A0A087X0U9_HUMAN,A0A1B0GWJ0_HUMAN,UMPS_HUMAN"
SMAD1_HUMAN,6,"CELF5_HUMAN,SCHI1_HUMAN,A0A494BZU6_HUMAN,B8ZZ60_HUMAN,A0A804HJQ7_HUMAN,D3YJ43_HUMAN"
